Id,SalePrice
1798,126349.945
1799,115623.62
1800,126063.81
1801,140069.36
1802,145339.66
1803,148908.9
1804,141304.05
1805,141543.0
1806,125465.68
1807,128660.85
1808,123978.04
1809,119192.695
1810,151144.61
1811,110813.58
1812,107890.766
1813,127733.96
1814,100143.664
1815,54833.582
1816,94174.39
1817,101856.88
1818,159157.77
1819,127778.04
1820,40248.69
1821,98686.78
1822,152061.83
1823,46775.176
1824,137046.94
1825,135186.61
1826,84488.09
1827,98575.85
1828,126428.03
1829,109202.195
1830,155920.19
1831,164153.27
1832,87302.87
1833,142623.34
1834,134666.1
1835,142459.53
1836,123718.34
1837,95876.66
1838,130507.15
1839,83349.445
1840,172424.0
1841,151829.9
1842,77125.08
1843,145137.95
1844,133032.38
1845,136183.69
1846,149485.92
1847,162095.39
1848,54077.867
1849,111977.734
1850,109391.77
1851,163600.78
1852,124827.4
1853,126266.484
1854,168998.67
1855,145076.62
1856,218208.02
1857,153094.64
1858,141627.88
1859,119758.49
1860,149726.44
1861,116200.26
1862,337163.0
1863,328852.8
1864,330574.4
1865,324121.88
1866,349654.53
1867,238146.02
1868,326089.5
1869,217782.45
1870,243598.08
1871,231547.5
1872,164331.02
1873,226090.08
1874,142830.7
1875,224401.27
1876,197352.47
1877,198562.12
1878,204905.06
1879,127876.03
1880,140875.92
1881,239975.75
1882,251831.66
1883,198649.42
1884,209774.03
1885,258590.53
1886,306954.94
1887,210904.84
1888,287382.56
1889,156953.56
1890,136312.92
1891,142918.33
1892,106584.734
1893,135062.84
1894,124817.52
1895,146482.03
1896,129417.81
1897,117061.05
1898,103069.51
1899,135595.5
1900,130269.305
1901,162588.86
1902,131215.03
1903,207265.97
1904,135085.03
1905,184775.8
1906,179744.36
1907,196673.7
1908,114244.76
1909,134729.56
1910,114046.875
1911,209858.83
1912,303882.62
1913,140601.3
1914,74178.12
1915,321927.0
1916,59693.77
1917,268429.5
1918,137801.78
1919,179494.75
1920,157011.95
1921,446365.0
1922,343785.38
1923,219695.25
1924,233724.55
1925,210494.34
1926,390346.12
1927,126277.52
1928,149500.97
1929,124284.54
1930,129429.27
1931,156496.11
1932,143433.27
1933,179585.64
1934,181405.4
1935,170091.1
1936,189299.36
1937,189374.22
1938,177603.38
1939,252576.45
1940,168935.31
1941,176398.4
1942,190793.61
1943,193394.97
1944,332068.03
1945,372040.12
1946,138513.11
1947,324291.1
1948,165474.5
1949,231708.45
1950,189018.9
1951,236815.64
1952,199875.69
1953,167757.02
1954,196827.05
1955,143303.03
1956,277661.06
1957,154362.44
1958,317859.4
1959,148517.08
1960,116733.31
1961,109887.945
1962,89632.586
1963,102637.695
1964,108856.914
1965,159677.73
1966,135669.42
1967,299387.06
1968,478534.72
1969,424489.88
1970,503120.16
1971,460964.3
1972,389227.5
1973,264570.2
1974,315118.53
1975,541927.1
1976,274698.25
1977,377259.62
1978,373219.53
1979,334642.7
1980,191577.53
1981,339264.47
1982,243891.62
1983,208117.12
1984,163246.61
1985,220218.81
1986,210558.53
1987,174534.14
1988,178095.78
1989,196825.61
1990,219025.25
1991,278794.3
1992,231062.97
1993,166853.02
1994,248319.97
1995,191292.42
1996,241645.95
1997,299760.3
1998,350260.97
1999,259127.88
2000,322663.47
2001,267459.2
2002,267788.47
2003,260186.48
2004,266315.9
2005,228839.97
2006,217440.27
2007,250847.52
2008,223895.88
2009,188806.2
2010,188149.78
2011,146412.77
2012,184437.83
2013,188806.27
2014,184640.17
2015,206617.22
2016,199976.5
2017,202980.48
2018,117648.86
2019,135563.97
2020,117474.22
2021,105495.05
2022,177712.42
2023,152953.11
2024,243575.39
2025,388577.06
2026,161829.92
2027,148649.64
2028,150886.0
2029,172385.83
2030,260980.16
2031,238300.84
2032,281839.1
2033,259778.19
2034,153401.53
2035,212455.5
2036,181209.33
2037,179497.34
2038,263682.6
2039,206492.89
2040,309596.22
2041,295097.75
2042,199907.88
2043,171847.25
2044,156364.83
2045,219344.6
2046,134537.7
2047,150081.94
2048,137247.89
2049,142604.81
2050,186973.78
2051,90691.695
2052,133946.38
2053,145180.86
2054,76426.16
2055,135765.48
2056,147932.7
2057,117424.61
2058,242596.08
2059,136057.45
2060,163921.78
2061,179543.69
2062,130367.53
2063,109146.43
2064,148111.97
2065,133033.72
2066,175442.0
2067,116320.125
2068,117221.55
2069,92945.016
2070,112255.35
2071,82315.64
2072,147589.6
2073,139521.31
2074,179616.89
2075,146878.55
2076,124544.055
2077,152333.94
2078,121880.67
2079,144009.14
2080,116464.86
2081,121309.94
2082,109347.945
2083,146427.33
2084,104166.83
2085,123468.234
2086,158942.64
2087,135391.16
2088,94075.15
2089,58651.367
2090,135112.08
2091,123833.16
2092,144864.98
2093,139268.78
2094,108200.79
2095,164486.5
2096,78508.25
2097,88994.39
2098,158413.62
2099,62643.27
2100,99694.36
2101,118710.51
2102,136552.2
2103,99850.93
2104,129150.26
2105,117302.24
2106,70314.12
2107,241279.98
2108,115890.164
2109,110065.26
2110,120718.68
2111,157555.66
2112,132993.67
2113,123644.14
2114,111991.555
2115,151717.84
2116,123755.9
2117,155007.25
2118,131959.28
2119,102892.164
2120,107002.85
2121,91703.82
2122,94227.33
2123,89851.15
2124,173326.1
2125,130133.06
2126,134217.64
2127,172828.2
2128,125996.24
2129,98774.77
2130,160609.5
2131,152046.47
2132,126190.64
2133,126755.055
2134,122414.72
2135,93399.96
2136,71182.71
2137,117523.336
2138,142828.12
2139,154660.73
2140,139123.62
2141,152246.39
2142,127078.78
2143,141832.48
2144,86850.08
2145,142652.67
2146,174897.39
2147,142099.44
2148,139878.69
2149,149526.14
2150,238056.73
2151,107232.5
2152,205081.06
2153,158411.86
2154,115201.37
2155,151211.95
2156,251781.47
2157,218316.73
2158,234844.92
2159,195845.58
2160,173491.88
2161,241921.0
2162,474447.62
2163,361437.88
2164,232243.45
2165,178408.31
2166,156356.8
2167,216916.16
2168,213687.48
2169,200032.55
2170,227665.08
2171,149612.23
2172,142926.31
2173,174490.9
2174,219728.23
2175,299498.12
2176,336391.47
2177,241204.25
2178,203475.05
2179,144208.64
2180,267106.88
2181,185503.73
2182,223596.75
2183,187836.97
2184,130294.21
2185,126257.92
2186,145932.1
2187,150128.94
2188,158763.56
2189,281174.9
2190,82034.63
2191,85300.21
2192,95257.38
2193,102548.16
2194,102961.93
2195,104678.77
2196,110302.414
2197,121173.67
2198,165959.17
2199,202872.61
2200,134365.92
2201,136743.22
2202,196444.89
2203,148041.25
2204,182296.3
2205,109066.33
2206,129789.65
2207,199540.64
2208,252510.0
2209,222049.39
2210,120637.805
2211,113861.52
2212,113069.02
2213,109872.41
2214,137866.83
2215,96554.79
2216,152074.92
2217,92425.836
2218,91375.38
2219,82969.586
2220,68938.95
2221,330620.6
2222,259113.66
2223,320706.53
2224,211309.23
2225,122710.016
2226,191895.19
2227,204256.28
2228,285475.97
2229,266055.16
2230,163430.62
2231,210260.92
2232,183572.39
2233,168724.75
2234,237722.02
2235,221599.14
2236,313322.28
2237,370372.66
2238,205503.42
2239,136557.16
2240,164492.16
2241,178956.3
2242,127378.97
2243,129310.66
2244,105152.2
2245,101728.305
2246,126780.02
2247,113854.46
2248,125155.1
2249,123675.164
2250,134229.03
2251,101844.29
2252,172334.45
2253,158872.22
2254,168123.94
2255,195199.16
2256,182968.72
2257,219719.97
2258,163101.34
2259,184512.83
2260,170305.22
2261,190727.62
2262,200321.48
2263,345044.03
2264,498428.97
2265,191127.64
2266,297376.62
2267,379384.38
2268,396841.53
2269,159082.55
2270,184275.88
2271,214968.3
2272,202327.55
2273,174815.12
2274,191782.42
2275,176759.92
2276,188231.28
2277,185595.28
2278,157848.83
2279,113965.016
2280,123317.85
2281,167331.28
2282,190401.0
2283,101625.61
2284,101031.22
2285,131196.45
2286,128001.93
2287,351282.03
2288,293650.8
2289,425175.2
2290,487084.88
2291,303791.03
2292,446014.25
2293,501222.25
2294,422255.47
2295,464236.8
2296,289407.03
2297,315903.75
2298,297368.5
2299,391855.1
2300,339445.25
2301,268930.03
2302,242956.62
2303,249389.0
2304,222598.75
2305,180485.73
2306,176848.61
2307,189430.42
2308,218647.75
2309,286590.7
2310,206352.5
2311,184921.08
2312,175319.42
2313,182753.25
2314,174399.14
2315,173360.05
2316,204196.42
2317,183170.84
2318,175810.17
2319,175067.73
2320,195741.34
2321,240405.73
2322,162419.88
2323,181305.69
2324,171830.1
2325,216469.9
2326,169365.56
2327,207842.52
2328,235378.58
2329,185404.48
2330,184159.39
2331,356597.72
2332,417321.72
2333,311110.25
2334,249155.05
2335,267523.72
2336,332744.34
2337,222350.48
2338,283062.84
2339,240537.38
2340,430206.25
2341,230529.94
2342,234840.08
2343,226812.9
2344,244028.9
2345,220788.72
2346,201817.14
2347,189741.8
2348,245605.22
2349,178712.56
2350,268649.9
2351,251284.14
2352,267332.12
2353,251050.11
2354,137624.19
2355,148857.5
2356,149346.5
2357,206581.67
2358,198282.0
2359,126024.445
2360,111891.68
2361,146225.1
2362,276086.12
2363,141106.33
2364,174052.5
2365,224705.52
2366,187170.28
2367,206504.22
2368,214309.73
2369,219649.67
2370,167152.36
2371,174517.5
2372,188889.1
2373,285691.47
2374,286124.5
2375,248325.42
2376,271033.2
2377,337829.12
2378,144103.9
2379,202272.25
2380,144871.08
2381,156072.23
2382,191066.61
2383,204728.12
2384,261532.97
2385,168297.56
2386,140670.88
2387,138989.27
2388,98784.03
2389,131093.39
2390,152871.44
2391,150487.55
2392,123271.53
2393,159832.17
2394,137605.73
2395,217697.27
2396,140551.42
2397,227669.94
2398,125302.586
2399,45881.758
2400,55991.125
2401,115537.99
2402,135411.9
2403,131994.08
2404,152483.14
2405,163323.39
2406,147863.1
2407,127431.33
2408,143030.73
2409,126807.6
2410,175625.9
2411,119459.96
2412,146192.25
2413,130920.92
2414,138211.02
2415,122757.13
2416,126937.625
2417,131603.25
2418,128065.08
2419,132306.27
2420,124402.7
2421,152427.17
2422,113905.48
2423,119889.914
2424,152226.95
2425,262986.1
2426,144656.73
2427,120834.54
2428,170331.81
2429,127219.53
2430,137020.52
2431,99783.336
2432,148838.88
2433,140115.3
2434,133862.83
2435,144730.75
2436,105651.79
2437,104697.375
2438,124808.7
2439,111135.39
2440,118168.95
2441,107975.58
2442,94999.78
2443,131907.83
2444,128161.31
2445,91223.195
2446,132261.22
2447,174871.42
2448,150615.34
2449,105354.625
2450,151121.8
2451,135644.94
2452,208075.88
2453,87971.72
2454,131836.88
2455,123011.72
2456,143380.81
2457,124523.15
2458,121147.055
2459,107393.91
2460,127234.8
2461,118085.13
2462,136074.84
2463,116633.94
2464,193773.2
2465,129513.195
2466,106080.62
2467,150947.55
2468,70637.67
2469,56592.65
2470,201980.72
2471,227128.2
2472,163634.58
2473,124164.04
2474,83941.59
2475,253182.08
2476,124778.79
2477,127863.91
2478,159128.3
2479,109401.91
2480,161213.4
2481,118396.84
2482,133531.53
2483,108981.28
2484,124142.76
2485,129969.04
2486,153935.33
2487,185147.17
2488,167716.69
2489,144183.06
2490,158627.95
2491,98838.93
2492,181974.19
2493,150794.34
2494,163095.73
2495,88705.21
2496,278572.8
2497,156331.06
2498,102767.63
2499,98901.9
2500,131613.33
2501,146721.69
2502,155303.23
2503,105259.164
2504,192784.31
2505,234965.02
2506,272932.7
2507,288842.12
2508,263741.88
2509,215034.03
2510,212492.72
2511,178546.3
2512,212671.4
2513,206312.22
2514,241674.2
2515,159592.64
2516,171303.45
2517,145349.22
2518,138371.55
2519,226662.34
2520,204718.2
2521,185582.16
2522,224268.98
2523,133234.44
2524,144033.84
2525,155155.4
2526,131298.61
2527,102081.28
2528,140344.36
2529,127074.64
2530,118796.08
2531,257198.12
2532,229736.2
2533,199333.4
2534,231010.02
2535,321103.1
2536,257322.27
2537,213361.28
2538,185993.64
2539,190518.16
2540,176171.0
2541,185584.0
2542,172747.45
2543,146106.45
2544,123157.24
2545,149460.88
2546,146826.5
2547,142592.64
2548,140851.8
2549,168265.98
2550,681122.06
2551,145013.67
2552,128590.375
2553,73379.03
2554,114726.555
2555,126154.65
2556,105712.19
2557,108815.336
2558,170492.48
2559,124784.96
2560,144133.6
2561,139180.83
2562,143315.92
2563,138689.58
2564,184484.8
2565,117636.46
2566,146156.98
2567,113185.58
2568,187368.81
2569,189943.4
2570,122319.95
2571,170049.28
2572,167468.53
2573,214092.22
2574,233868.92
2575,134467.98
2576,140297.97
2577,169403.66
2578,99038.56
2579,61101.242
2580,130027.336
2581,133049.86
2582,124676.47
2583,269824.38
2584,168043.1
2585,194399.66
2586,193565.53
2587,201490.33
2588,141870.84
2589,146873.06
2590,224136.19
2591,218903.8
2592,219290.61
2593,235738.22
2594,178590.83
2595,207319.6
2596,335025.88
2597,195435.14
2598,279904.9
2599,283782.8
2600,184912.9
2601,149160.03
2602,81408.33
2603,98321.73
2604,94768.13
2605,60686.332
2606,152452.86
2607,203845.9
2608,222108.55
2609,161202.31
2610,113752.07
2611,120193.34
2612,150041.2
2613,131177.08
2614,128930.52
2615,152727.58
2616,143526.28
2617,186489.06
2618,229101.53
2619,178280.69
2620,189633.97
2621,179305.53
2622,188885.7
2623,268600.88
2624,296392.44
2625,286876.62
2626,179309.98
2627,167832.05
2628,467981.4
2629,527574.9
2630,354045.25
2631,473760.84
2632,461088.47
2633,314969.2
2634,387620.7
2635,161417.44
2636,178060.03
2637,175458.98
2638,252274.19
2639,195376.2
2640,152973.88
2641,93591.74
2642,207170.86
2643,92884.74
2644,124901.83
2645,106107.54
2646,95293.01
2647,105163.75
2648,134129.86
2649,157667.36
2650,131897.08
2651,148368.92
2652,426063.03
2653,252155.84
2654,259029.33
2655,385799.16
2656,309271.25
2657,332165.47
2658,278834.7
2659,309763.66
2660,344080.6
2661,311214.22
2662,328843.38
2663,263151.12
2664,270016.03
2665,316080.7
2666,281255.7
2667,170172.25
2668,177767.77
2669,166520.88
2670,274937.34
2671,185509.83
2672,188954.92
2673,212042.28
2674,199143.77
2675,159330.39
2676,182765.56
2677,204237.0
2678,266257.1
2679,267291.66
2680,278683.66
2681,415472.84
2682,326765.62
2683,555698.8
2684,332789.25
2685,339518.88
2686,269046.0
2687,335296.4
2688,203428.44
2689,201160.73
2690,537943.3
2691,183925.31
2692,125938.9
2693,178868.69
2694,129022.06
2695,193668.5
2696,187638.55
2697,191969.61
2698,203110.58
2699,164765.14
2700,156663.95
2701,151885.42
2702,107606.04
2703,133173.06
2704,151281.97
2705,118651.42
2706,119373.59
2707,133660.36
2708,125414.34
2709,121330.81
2710,129013.77
2711,250591.95
2712,397933.03
2713,148266.06
2714,149258.84
2715,173001.7
2716,139066.83
2717,153089.19
2718,219712.02
2719,164331.58
2720,167066.66
2721,138340.1
2722,179384.02
2723,162395.89
2724,137639.4
2725,135553.23
2726,145399.0
2727,186481.31
2728,177077.77
2729,161424.11
2730,152245.95
2731,132586.98
2732,120775.47
2733,159692.53
2734,148414.39
2735,128023.59
2736,146983.94
2737,125127.64
2738,124148.26
2739,172417.75
2740,142681.16
2741,140103.62
2742,153263.33
2743,143696.1
2744,155693.7
2745,151912.47
2746,129930.92
2747,137380.6
2748,125365.06
2749,120765.37
2750,133723.62
2751,127374.125
2752,236731.39
2753,156059.88
2754,238465.53
2755,133116.83
2756,90673.22
2757,50805.418
2758,72649.96
2759,153416.27
2760,116226.73
2761,150227.31
2762,143085.75
2763,199480.44
2764,137712.97
2765,301693.2
2766,140079.0
2767,87811.75
2768,123761.21
2769,124333.18
2770,153725.83
2771,120317.4
2772,124988.52
2773,160172.92
2774,136137.34
2775,119941.02
2776,137166.58
2777,146594.38
2778,113159.89
2779,126959.664
2780,109863.836
2781,92424.84
2782,88634.984
2783,94684.03
2784,132372.23
2785,132387.89
2786,63139.676
2787,128292.49
2788,66481.99
2789,186234.27
2790,91412.91
2791,111032.97
2792,64750.0
2793,177444.4
2794,97899.89
2795,122322.25
2796,92502.19
2797,199171.22
2798,118464.6
2799,118500.89
2800,65142.62
2801,108204.8
2802,138505.55
2803,151484.12
2804,135766.02
2805,100897.24
2806,71805.71
2807,153969.48
2808,150043.0
2809,142306.52
2810,138434.1
2811,147624.17
2812,148493.92
2813,187078.38
2814,151769.52
2815,101558.13
2816,248776.69
2817,145352.22
2818,134121.6
2819,143081.14
2820,143170.44
2821,109960.55
2822,207767.2
2823,340802.12
2824,190048.31
2825,136249.72
2826,132131.52
2827,137395.67
2828,181495.45
2829,199774.33
2830,211431.45
2831,182989.97
2832,247182.33
2833,295736.44
2834,205890.22
2835,219363.16
2836,193056.89
2837,166811.05
2838,148734.48
2839,169947.1
2840,213421.53
2841,219110.33
2842,228689.33
2843,155211.4
2844,162761.6
2845,117492.83
2846,227951.83
2847,192241.17
2848,221382.88
2849,208429.55
2850,283718.47
2851,237107.34
2852,232826.77
2853,240886.03
2854,143563.38
2855,203559.12
2856,210641.38
2857,187823.33
2858,195534.25
2859,130585.96
2860,118610.92
2861,135647.61
2862,191441.9
2863,130017.87
2864,235485.23
2865,143612.47
2866,134674.12
2867,91437.48
2868,104520.09
2869,125768.06
2870,136253.81
2871,97441.06
2872,35314.082
2873,112578.23
2874,132755.05
2875,122032.97
2876,165755.03
2877,143094.88
2878,160868.5
2879,149822.45
2880,105465.61
2881,123382.984
2882,157543.88
2883,181638.7
2884,209890.11
2885,194826.9
2886,226462.53
2887,105453.734
2888,129826.34
2889,56176.633
2890,76620.89
2891,132725.2
2892,74506.17
2893,112620.47
2894,52907.63
2895,322073.2
2896,294479.94
2897,201457.3
2898,139777.81
2899,227204.52
2900,165867.3
2901,221942.9
2902,189736.25
2903,343626.25
2904,351849.25
2905,88983.57
2906,205008.94
2907,110039.234
2908,132814.66
2909,134991.31
2910,81620.84
2911,78743.77
2912,143561.27
2913,89819.07
2914,74346.836
2915,83574.266
2916,88037.195
2917,184991.08
2918,118753.36
2919,237037.61
